FID,OBJECTID,AWNING,CROSS_STRE,ON_STREET,Lat,Lon,Type,Name,Address
2931,7632,NO,Chelan Ave SW,SW Spokane St,47.57171306,-122.3632929, , , 
2932,7633,NO,W Dravus St,15th Ave W,47.64816627,-122.3768496, , , 
2933,7634,NO,21st Ave W,W Emerson Pl,47.65580429,-122.3837052, , , 
2934,7635,NO,W Emerson St,15th Ave W,47.65346764,-122.3763101, , , 
2935,7636,NO,NW Leary Way,15th Ave NW,47.66313575,-122.3764632, , , 
2936,7637,NO,NW Market St,15th Ave NW,47.6689015,-122.376301, , , 
2937,7638,NO,NW 60th St,15th Ave NW,47.67242568,-122.3762977, , , 
2938,7639,NO,NW 65th St,15th Ave NW,47.67601342,-122.3766226, , , 
2939,7640,NO,NW 70th St,15th Ave NW,47.67902941,-122.3768545, , , 
2940,7641,NO,NW 87th St,Golden Gardens Dr NW,47.69235462,-122.3988001, , , 
2941,7642,NO,Golden Gardens Dr NW,Loyal Ave NW,47.693905,-122.3994578, , , 
2942,7643,NO,Loyal Ave NW,View Ave NW,47.6953229,-122.4012017, , , 
2943,7644,NO,Roosevelt Way N,Meridian Ave N,47.72891063,-122.3341023, , , 
2944,7645,NO,N 135th St,Meridian Ave N,47.72716223,-122.3340833, , , 
2945,7646,NO,N 133rd St,Meridian Ave N,47.72526576,-122.3340744, , , 
2946,7647,NO,N 130th St,Meridian Ave N,47.72315145,-122.3340669, , , 
2947,7648,NO,Meridian Ave N,N 128th St,47.72193972,-122.33451, , , 
2948,7649,NO,N 128th St,Densmore Ave N,47.72187039,-122.3372939, , , 
2949,7650,NO,N 125th St,Densmore Ave N,47.7194858,-122.3384518, , , 
2950,7651,NO,N 143rd St,Meridian Ave N,47.73210257,-122.3343404, , , 
2951,7652,NO,N 145th St,Meridian Ave N,47.73381424,-122.3343592, , , 
2952,7661,NO,S Hanford St,1st Ave S,47.57574797,-122.3342894, , , 
2953,7662,NO,S Lander St,1st Ave S,47.57924443,-122.3342874, , , 
2954,7663,NO,NW 80th St,15th Ave NW,47.68605377,-122.3768767, , , 
2955,7664,YES,NW 85th St,15th Ave NW,47.69015045,-122.3768909, , , 
2956,7665,NO,NW 87th St,15th Ave NW,47.69292408,-122.3767395, , , 
2957,7666,NO,NW 92nd St,15th Ave NW,47.69563953,-122.3768829, , , 
2958,7667,NO,NW 96th St,15th Ave NW,47.69871839,-122.3768735, , , 
2959,7668,NO,NW 100th St,14th Ave NW,47.70162616,-122.3741776, , , 
2960,7669,NO,13th Ave NW,NW 103rd St,47.70342108,-122.3731158, , , 
2961,7670,NO,14th Ave NW,NW 105th St,47.70510973,-122.3735849, , , 
2962,7671,NO,Meridian Ave N,N 122nd St,47.71718735,-122.3344344, , , 
2963,7672,NO,N 120th St,Meridian Ave N,47.71614236,-122.3340008, , , 
2964,7673,NO,N 115th St,Meridian Ave N,47.71245077,-122.3339426, , , 
2965,7674,NO,N Northgate Way,Meridian Ave N,47.70899584,-122.3338851, , , 
2966,7675,NO,Meridian Ave N,N Northgate Way,47.70852915,-122.3345987, , , 
2967,7676,NO,N 105th St,Meridian Ave N,47.70500405,-122.3338128, , , 
2968,7677,NO,N 103rd St,College Way N,47.70319483,-122.3337728, , , 
2969,7684,NO,N 150th St,Meridian Ave N,47.73809331,-122.3342726, , , 
2970,7685,NO,N 148th St,Meridian Ave N,47.73666179,-122.3342331, , , 
2971,7686,NO,N 145th St,Meridian Ave N,47.7338838,-122.3341568, , , 
2972,7687,NO,NE 70th St,NE Ravenna Blvd,47.6789229,-122.3245971, , , 
2973,7688,NO,S Lander St,1st Ave S,47.57968214,-122.3340845, , , 
2974,7689,NO,S Hanford St,1st Ave S,47.57591391,-122.3340868, , , 
2975,7690,NO,S Spokane St,1st Ave S,47.57254282,-122.3339751, , , 
2976,7691,NO,E Mercer St,Summit Ave E,47.62456128,-122.325203, , , 
2977,7692,NO,E Harrison St,Summit Ave E,47.62221261,-122.3251908, , , 
2978,7693,NO,E Olive Way,Summit Ave E,47.61938087,-122.3251775, , , 
2979,7694,NO,E Olive St,Bellevue Ave,47.61650108,-122.3266726, , , 
2980,7695,YES,E Olive Way,Bellevue Ave,47.61672687,-122.3268772, , , 
2981,7696,NO,E Denny Way,Bellevue Ave E,47.61853069,-122.3268119, , , 
2982,7697,NO,E Thomas St,Bellevue Ave E,47.6206438,-122.3266643, , , 
2983,7698,NO,N 97th St,College Way N,47.699263,-122.3348985, , , 
2984,7699,NO,Corliss Ave N,N 92nd St,47.69598817,-122.3304944, , , 
2985,7700,NO,N 92nd St,1st Ave NE,47.69603897,-122.3285226, , , 
2986,7701,NO,College Way N,North Seattle College AcRd,47.69768417,-122.3325439, , , 
2987,7702,NO,N 90th St,Wallingford Ave N,47.69435408,-122.3363656, , , 
2988,7703,NO,N 82nd St,Wallingford Ave N,47.68889614,-122.3362954, , , 
2989,7704,NO,N 80th St,Wallingford Ave N,47.68732651,-122.3362586, , , 
2990,7705,NO,NE 68th St,NE Ravenna Blvd,47.67786414,-122.3235807, , , 
2991,7706,NO,NE 65th St,NE Ravenna Blvd,47.67572725,-122.3215914, , , 
2992,7707,NO,NE 55th St,Roosevelt Way NE,47.66839147,-122.3174522, , , 
2993,7708,NO,Roosevelt Way NE,NE Ravenna Blvd,47.67184583,-122.3169598, , , 
2994,7709,NO,NE Ravenna Blvd,Roosevelt Way NE,47.67235066,-122.3174506, , , 
2995,7710,NO,NE 65th St,Roosevelt Way NE,47.67545077,-122.3174498, , , 
2996,7711,NO,Roosevelt Way NE,NE 65th St,47.67575659,-122.3175138, , , 
2997,7712,NO,West Seattle Ramp,SW Spokane St,47.57126127,-122.3623805, , , 
2998,7713,NO,26th Ave SW,SW Spokane St,47.57128321,-122.36522, , , 
2999,7714,NO,SW City View St,SW Admiral Way,47.57361381,-122.3733337, , , 
3000,7715,NO,Belvidere Ave SW,SW Admiral Way,47.58101737,-122.3789102, , , 
3001,7716,NO,39th Ave SW,SW Admiral Way,47.58103416,-122.3808998, , , 
3002,7717,YES,41st Ave SW,SW Admiral Way,47.58110236,-122.383956, , , 
3003,7718,NO,California Ave SW,SW Admiral Way,47.58111874,-122.3861667, , , 
3004,7719,NO,45th Ave SW,SW Admiral Way,47.58113975,-122.3889001, , , 
3005,7720,NO,47th Ave SW,SW Admiral Way,47.58115049,-122.3915531, , , 
3006,7721,NO,SW Lander St,SW Admiral Way,47.5795224,-122.3937767, , , 
3007,7722,NO,Bellevue Pl E,Bellevue Ave E,47.62649035,-122.326665, , , 
3008,7723,NO,E Highland Dr,19th Ave E,47.63080255,-122.3071276, , , 
3009,7724,NO,E Prospect St,19th Ave E,47.62885502,-122.3071536, , , 
3010,7725,NO,E Aloha St,19th Ave E,47.6270375,-122.3071782, , , 
3011,7726,NO,E Roy St,19th Ave E,47.62546628,-122.3071996, , , 
3012,7727,NO,E Harrison St,19th Ave E,47.62185327,-122.3072113, , , 
3013,7728,NO,E Thomas St,19th Ave E,47.62067279,-122.307231, , , 
3014,7729,NO,E John St,19th Ave E,47.61986415,-122.3072444, , , 
3015,7730,NO,E Denny Way,19th Ave E,47.61869096,-122.3072643, , , 
3016,7731,NO,E Madison St,19th Ave,47.61713773,-122.3072877, , , 
3017,7732,NO,Corliss Ave N,N 80th St,47.68693527,-122.3302552, , , 
3018,7733,NO,NE 77th St,1st Ave NE,47.68525972,-122.3281937, , , 
3019,7734,NO,Latona Ave NE,Woodlawn Ave NE,47.68240637,-122.3268248, , , 
3020,7735,NO,NE 71st St,Woodlawn Ave NE,47.68001985,-122.324468, , , 
3021,7736,NO,5th Ave NE,Woodlawn Ave NE,47.67839294,-122.3251668, , , 
3022,7737,NO,Sunnyside Ave N,Woodlawn Ave NE,47.67747121,-122.329119, , , 
3023,7738,NO,NE Maple Leaf Pl,5th Ave NE,47.68258644,-122.3229809, , , 
3024,7739,NO,NE Maple Leaf Pl,5th Ave NE,47.68292091,-122.3227825, , , 
3025,7740,NO,8th Ave NE,Weedin Pl NE,47.67690325,-122.3201927, , , 
3026,7741,NO,NE 71st St,5th Ave NE,47.67990978,-122.322933, , , 
3027,7742,NO,NE 70th St,5th Ave NE,47.67981116,-122.3227272, , , 
3028,7743,NO,NE 64th St,8th Ave NE,47.67523349,-122.3199379, , , 
3029,7744,NO,NE Ravenna Blvd,NE 65th St,47.67578889,-122.3213357, , , 
3030,7745,NO,I-5 Ramp,NE Ravenna Blvd,47.67473516,-122.3214168, , , 
3031,7746,NO,8th Ave NE,NE Ravenna Blvd,47.67408848,-122.3208021, , , 
3032,7747,NO,NE 68th St,NE Ravenna Blvd,47.67738302,-122.3238528, , , 
3033,7748,NO,51st Ave SW,SW Admiral Way,47.57918843,-122.3969827, , , 
3034,7749,NO,57th Ave SW,SW Admiral Way,47.57702777,-122.4051599, , , 
3035,7750,NO,59th Ave SW,SW Admiral Way,47.57606762,-122.4077664, , , 
3036,7751,NO,60th Ave SW,SW Admiral Way,47.57580969,-122.4090001, , , 
3037,7752,NO,SW Admiral Way,61st Ave SW,47.57602516,-122.410822, , , 
3038,7753,NO,SW Stevens St,61st Ave SW,47.57751813,-122.4107791, , , 
3039,7754,NO,61st Ave SW,Alki Ave SW,47.57903295,-122.4106557, , , 
3040,7755,NO,NW 103rd St,14th Ave NW,47.70330022,-122.3739701, , , 
3041,7756,NO,NW 100th St,15th Ave NW,47.7013964,-122.3766535, , , 
3042,7757,NO,NW 96th St,15th Ave NW,47.69881922,-122.3766698, , , 
3043,7758,NO,14th Ave,E Madison St,47.61377356,-122.3142902, , , 
3044,7759,NO,Broadway,E Madison St,47.61126198,-122.3203158, , , 
3045,7760,YES,Boren Ave,Madison St,47.60941682,-122.3247294, , , 
3046,7761,NO,9th Ave,Madison St,47.60832571,-122.3277238, , , 
3047,7762,YES,Boren Ave,Madison St,47.60924802,-122.3255184, , , 
3048,7763,NO,Summit Ave,Madison St,47.61042185,-122.3227113, , , 
3049,7764,NO,13th Ave,E Madison St,47.61311623,-122.3162562, , , 
3050,7765,NO,E Denny Way,19th Ave,47.61825504,-122.3074743, , , 
3051,7766,NO,N 63rd St,Woodlawn Ave N,47.67434837,-122.3331436, , , 
3052,7767,NO,N 59th St,Kirkwood Pl N,47.67154664,-122.3332772, , , 
3053,7768,NO,Keystone Pl N,N 56th St,47.66866596,-122.3325841, , , 
3054,7769,NO,N 53rd St,Meridian Ave N,47.66737235,-122.3335822, , , 
3055,7770,NO,N 49th St,Meridian Ave N,47.66434605,-122.3336081, , , 
3056,7771,YES,N 45th St,Meridian Ave N,47.66165665,-122.3336111, , , 
3057,7772,NO,Ashworth Ave N,N 40th St,47.65559244,-122.339641, , , 
3058,7773,NO,Woodlawn Ave NE,NE Ravenna Blvd,47.67845878,-122.3248284, , , 
3059,7774,NO,N 148th St,Meridian Ave N,47.73613854,-122.3344224, , , 
3060,7775,NO,N 150th St,Meridian Ave N,47.73756891,-122.3344606, , , 
3061,7781,NO,NW 92nd St,15th Ave NW,47.69628359,-122.3766787, , , 
3062,7782,NO,NW 90th St,15th Ave NW,47.6937244,-122.3766841, , , 
3063,7783,NO,NW 85th St,15th Ave NW,47.69117156,-122.3766884, , , 
3064,7784,NO,NW 80th St,15th Ave NW,47.68713036,-122.3766775, , , 
3065,7785,NO,NW 70th St,15th Ave NW,47.6797178,-122.3766537, , , 
3066,7786,NO,NW 65th St,15th Ave NW,47.67672915,-122.3766492, , , 
3067,7787,NO,NW 60th St,15th Ave NW,47.67228475,-122.3760948, , , 
3068,7788,NO,E John St,19th Ave E,47.61945346,-122.307454, , , 
3069,7789,NO,E Mercer St,19th Ave E,47.62419254,-122.3073752, , , 
3070,7790,NO,E Aloha St,19th Ave E,47.62664124,-122.3073863, , , 
3071,7791,NO,E Prospect St,19th Ave E,47.62848619,-122.3073614, , , 
3072,7792,NO,E Highland Dr,19th Ave E,47.63043256,-122.307335, , , 
3073,7793,NO,E Galer St,19th Ave E,47.63194455,-122.3073179, , , 
3074,7794,NO,19th Ave E,Interlaken Turnback Loop,47.63250573,-122.3073414, , , 
3075,7795,NO,E Columbia St,34th Ave,47.60946823,-122.2892775, , , 
3076,7796,NO,33rd Ave,E Cherry St,47.60787547,-122.2902412, , , 
3077,7797,NO,31st Ave,E Cherry St,47.60789774,-122.2922841, , , 
3078,7798,NO,Ashworth Ave N,N 40th St,47.65573233,-122.3402386, , , 
3079,7799,NO,Wallingford Ave N,N 45th St,47.6614487,-122.3355414, , , 
3080,7800,NO,N 46th St,Meridian Ave N,47.66193296,-122.3338237, , , 
3081,7801,NO,N 54th St,Meridian Ave N,47.66770758,-122.3337824, , , 
3082,7802,NO,Keystone Pl N,N 56th St,47.66874233,-122.3328109, , , 
3083,7803,NO,N 59th St,Kirkwood Pl N,47.67155873,-122.3335072, , , 
3084,7804,YES,4th Ave,Marion St,47.60545469,-122.3318435, , , 
3085,7805,NO,2nd Ave,Marion St,47.60452661,-122.3340643, , , 
3086,7806,NO,5th Ave,James St,47.60377924,-122.3287708, , , 
3087,7807,NO,3rd Ave,James St,47.60292652,-122.3308099, , , 
3088,7808,NO,Occidental Ave Walk,S Jackson St,47.59926643,-122.3332725, , , 
3089,7809,NO,4th Ave,James St,47.6030704,-122.3308511, , , 
3090,7810,YES,5th Ave,James St,47.60380786,-122.3290877, , , 
3091,7811,NO,Occidental Ave S,S Jackson St,47.5992651,-122.3324214, , , 
3092,7812,YES,5th Ave S,S Jackson St,47.59925897,-122.3283643, , , 
3093,7813,YES,8th Ave S,S Jackson St,47.59924883,-122.3223077, , , 
3094,7814,NO,Cherry St,5th Ave,47.60449148,-122.3300229, , , 
3095,7815,NO,Spring St,5th Ave,47.6069563,-122.332277, , , 
3096,7816,NO,Seneca St,5th Ave,47.60817084,-122.3333886, , , 
3097,7817,YES,Pine St,5th Ave,47.61166415,-122.3365854, , , 
3098,7818,NO,Marion St,1st Ave,47.60431577,-122.3357626, , , 
3099,7819,NO,Yesler Way,1st Ave,47.6022045,-122.3340605, , , 
3100,7820,NO,Stewart St,4th Ave,47.61261409,-122.3391147, , , 
3101,7821,NO,W Roy St,2nd Ave W,47.62589358,-122.3591955, , , 
3102,7822,NO,Queen Anne Ave N,Mercer St,47.62464532,-122.3565314, , , 
3103,7823,NO,Republican St,1st Ave N,47.6231828,-122.3552992, , , 
3104,7824,NO,John St,1st Ave N,47.61996941,-122.3553252, , , 
3105,7825,NO,5th Ave N,Denny Way,47.61863635,-122.3478242, , , 
3106,7826,NO,6th Ave N,Denny Way,47.61862496,-122.3452773, , , 
3107,7827,NO,Dexter Ave N,Denny Way,47.61861223,-122.3421434, , , 
3108,7828,NO,Westlake Ave,Denny Way,47.61859952,-122.3389994, , , 
3109,7829,NO,S King St,8th Ave S,47.59850631,-122.322534, , , 
3110,7830,YES,8th Ave S,S Jackson St,47.59911131,-122.3220265, , , 
3111,7831,NO,Maynard Ave S,S Jackson St,47.59911581,-122.3245543, , , 
3112,7832,NO,5th Ave S,S Jackson St,47.59912127,-122.3280205, , , 
3113,7833,NO,2nd Ave S,S Jackson St,47.59912603,-122.331198, , , 
3114,7834,NO,4th Ave S,S Main St,47.59996131,-122.3285541, , , 
3115,7835,NO,3rd Ave S,S Main St,47.59996252,-122.3298881, , , 
3116,7836,NO,Pike St,4th Ave,47.61094778,-122.3372256, , , 
3117,7837,NO,University St,4th Ave,47.60881782,-122.3352772, , , 
3118,7838,NO,5th Ave,Seneca St,47.60806099,-122.3330734, , , 
3119,7839,YES,Seneca St,4th Ave,47.60748952,-122.3340615, , , 
3120,7840,NO,Madison St,4th Ave,47.60606687,-122.3327608, , , 
3121,7841,YES,Cherry St,4th Ave,47.60431226,-122.3311559, , , 
3122,7842,NO,James St,4th Ave,47.60312338,-122.3300668, , , 
3123,7843,NO,Yesler Way,1st Ave S,47.60138663,-122.3342663, , , 
3124,7844,YES,Fairview Ave N,Denny Way,47.61859406,-122.3341989, , , 
3125,7845,NO,E Denny Way,16th Ave E,47.61865834,-122.311524, , , 
3126,7846,NO,E Olive Way,E Denny Way,47.61841796,-122.325803, , , 
3127,7847,NO,Stewart St,Denny Way,47.61842234,-122.3309067, , , 
3128,7848,NO,Fairview Ave,Denny Way,47.61845688,-122.3345511, , , 
3129,7849,NO,Westlake Ave,Denny Way,47.6184594,-122.3382064, , , 
3130,7850,NO,Dexter Ave,Denny Way,47.61847658,-122.3425297, , , 
3131,7851,NO,Cedar St,Denny Way,47.6184991,-122.3478551, , , 
3132,7852,NO,2nd Ave,Madison St,47.60532017,-122.3349092, , , 
3133,7853,YES,4th Ave,Madison St,47.60597482,-122.3333439, , , 
3134,7854,NO,3rd Ave S,S Main St,47.60009947,-122.3297058, , , 
3135,7855,NO,4th Ave S,S Main St,47.60009908,-122.329141, , , 
3136,7856,NO,5th Ave,Madison St,47.60663426,-122.3317677, , , 
3137,7857,NO,S Washington St,4th Ave S,47.60121214,-122.3288668, , , 
3138,7858,NO,4th Ave S,S Washington St,47.60080044,-122.3290286, , , 
3139,7859,NO,Transit Tunnel AcRd,Intl District Station AcRd,47.59765728,-122.3281979, , , 
3140,7860,NO,Transit Tunnel AcRd,Intl District Station AcRd,47.59844174,-122.3278034, , , 
3141,7861,NO,S Jackson St,4th Ave S,47.5988068,-122.3288785, , , 
3142,7862,NO,S Jackson St,4th Ave S,47.59982174,-122.3289464, , , 
3143,7863,NO,4th Ave,Battery St,47.61601567,-122.3452357, , , 
3144,7864,NO,3rd Ave,Battery St,47.61573935,-122.3458625, , , 
3145,7865,YES,Marion St,1st Ave,47.6037069,-122.3354442, , , 
3146,7866,YES,Union St,1st Ave,47.60731949,-122.3387495, , , 
3147,7867,YES,Lenora St,1st Ave,47.61162752,-122.343706, , , 
3148,7868,NO,2nd Ave N,Denny Way,47.61851356,-122.3516879, , , 
3149,7869,NO,Cedar St,3rd Ave,47.616868,-122.3486015, , , 
3150,7870,NO,W John St,Queen Anne Ave N,47.61920603,-122.3568377, , , 
3151,7871,NO,Broad St,Elliott Ave,47.61536008,-122.3539866, , , 
3152,7872,NO,W Harrison St,Queen Anne Ave N,47.62182946,-122.3568179, , , 
3153,7873,NO,S Washington St,6th Ave S,47.60067325,-122.3264409, , , 
3154,7874,YES,8th Ave,Madison St,47.6080248,-122.328058, , , 
3155,7875,NO,6th Ave,Spring St,47.60780979,-122.3309303, , , 
3156,7876,NO,6th Ave,Seneca St,47.60873543,-122.3314667, , , 
3157,7877,YES,4th Ave,Seneca St,47.60742343,-122.3345972, , , 
3158,7878,NO,Bell St,3rd Ave,47.6150301,-122.3451849, , , 
3159,7879,NO,Virginia St,3rd Ave,47.6128044,-122.3414205, , , 
3160,7880,YES,Pine St,3rd Ave,47.61113289,-122.3389377, , , 
3161,7881,YES,Pike St,3rd Ave,47.61048175,-122.3383327, , , 
3162,7882,YES,Pike St,3rd Ave,47.609641,-122.3375647, , , 
3163,7883,NO,Union St,3rd Ave,47.60868185,-122.3366875, , , 
3164,7884,NO,Transit Tunnel AcRd,University St Sta AcRd,47.60824177,-122.3361479, , , 
3165,7885,NO,2nd Ave W,W Roy St,47.62564644,-122.3585436, , , 
3166,7886,NO,3rd Ave W,W Olympic Pl,47.62665514,-122.3602937, , , 
3167,7887,NO,5th Ave W,Olympic Way W,47.62667989,-122.3633384, , , 
3168,7888,NO,7th Ave W,Olympic Way W,47.62759788,-122.3660853, , , 
3169,7889,NO,9th Ave W,Olympic Way W,47.62949415,-122.3686308, , , 
3170,7890,NO,W Galer St,10th Ave W,47.63236292,-122.3704926, , , 
3171,7891,NO,W Blaine St,10th Ave W,47.6345553,-122.3704559, , , 
3172,7892,NO,W Howe St,10th Ave W,47.63576087,-122.3704438, , , 
3173,7893,NO,W Crockett St,10th Ave W,47.63758178,-122.3704179, , , 
3174,7894,NO,W McGraw St,10th Ave W,47.63945145,-122.3703911, , , 
3175,7895,NO,W Halladay St,10th Ave W,47.64178798,-122.3701523, , , 
3176,7896,YES,4th Ave,Union St,47.60912644,-122.3361645, , , 
3177,7897,NO,5th Ave,Union St,47.60976624,-122.3346366, , , 
3178,7898,NO,Union St,Convention Pl,47.61112312,-122.331764, , , 
3179,7899,NO,Transit Tunnel AcRd,Convention Place AcRd,47.61393433,-122.3315089, , , 
3180,7900,YES,6th Ave,Pike St,47.61103205,-122.3345065, , , 
3181,7901,YES,4th Ave,Pike St,47.61012772,-122.3366687, , , 
3182,7902,NO,3rd Ave,Pike St,47.60962113,-122.3378796, , , 
3183,7903,YES,2nd Ave,Pine St,47.61016085,-122.3402577, , , 
3184,7904,YES,Madison St,3rd Ave,47.60553781,-122.3338115, , , 
3185,7905,NO,Columbia St,3rd Ave,47.60418098,-122.3325709, , , 
3186,7906,NO,Pedestrian Walk,Pioneer Sq Sta AcRd,47.60319068,-122.3315563, , , 
3187,7907,NO,James St,3rd Ave,47.60263625,-122.3311581, , , 
3188,7908,NO,S Main St,3rd Ave S,47.60023724,-122.3303593, , , 
3189,7909,NO,3rd Ave S,S Washington St,47.60094084,-122.3308204, , , 
3190,7910,NO,Transit Tunnel AcRd,Pioneer Sq Sta AcRd,47.60260162,-122.3314768, , , 
3191,7911,NO,W Fulton St,10th Ave W,47.64534662,-122.3702583, , , 
3192,7912,YES,4th Ave,Lenora St,47.6139636,-122.3412745, , , 
3193,7913,NO,Water Taxi Route,SR 304fy,47.60198708,-122.3392801, , , 
3194,7914,YES,Water Taxi Route,SR 304fy,47.60198704,-122.3392842, , , 
3195,7915,YES,Vashon Ferry Route,SR 304fy,47.60198711,-122.3392761, , , 
3196,7916,NO,Transit Tunnel AcRd,Westlake Sta AcRd,47.61179713,-122.3358013, , , 
3197,7917,YES,4th Ave,Pine St,47.61110095,-122.3380122, , , 
3198,7918,YES,5th Ave,Pine St,47.61176074,-122.3364363, , , 
3199,7919,NO,Transit Tunnel AcRd,Westlake Sta AcRd,47.6117189,-122.336699, , , 
3200,7920,NO,Transit Tunnel AcRd,Westlake Sta AcRd,47.61138541,-122.3374903, , , 
3201,7921,NO,Convention Place AcRd,Convention Place AcRd,47.61456592,-122.3316638, , , 
3202,7922,YES,9th Ave,Pine St,47.6133712,-122.3325814, , , 
3203,7923,NO,Convention Place AcRd,Convention Place AcRd,47.61427418,-122.3318459, , , 
3204,7924,NO,Convention Place AcRd,Convention Place AcRd,47.61421129,-122.3317767, , , 
3205,7925,NO,Transit Tunnel AcRd,Pioneer Sq Sta AcRd,47.6021369,-122.3310466, , , 
3206,7926,NO,James St,3rd Ave,47.60222607,-122.3310213, , , 
3207,7927,NO,Columbia St,3rd Ave,47.60378956,-122.3324512, , , 
3208,7928,NO,2nd Ave,Columbia St,47.60379989,-122.3338287, , , 
3209,7929,NO,Columbia St,3rd Ave,47.60425925,-122.3328808, , , 
3210,7930,YES,Seneca St,3rd Ave,47.60649388,-122.3349243, , , 
3211,7931,NO,Transit Tunnel AcRd,University St Sta AcRd,47.60760179,-122.3360713, , , 
3212,7932,NO,Transit Tunnel AcRd,University St Sta AcRd,47.60724089,-122.3357402, , , 
3213,7933,YES,Union St,3rd Ave,47.60824789,-122.3365288, , , 
3214,7934,YES,Vashon Ferry Route,SR 304fy,47.60198715,-122.339272, , , 
3215,7935,NO,Convention Place AcRd,Convention Place AcRd,47.61410936,-122.3317067, , , 
3216,7936,NO,Pine St,9th Ave,47.61367492,-122.3320473, , , 
3217,7937,NO,Terry Ave,Olive Way,47.61490655,-122.3318303, , , 
3218,7938,YES,8th Ave,Olive Way,47.61392855,-122.3341471, , , 
3219,7939,NO,6th Ave,Olive Way,47.61302298,-122.3363172, , , 
3220,7940,NO,Yale Ave,Howell St,47.61761962,-122.3293942, , , 
3221,7941,NO,Minor Ave,Howell St,47.61670707,-122.3305738, , , 
3222,7942,NO,9th Ave,Pine St,47.61340376,-122.3321177, , , 
3223,7943,NO,Pike St,3rd Ave,47.60906396,-122.3372753, , , 
3224,7944,NO,Pike St,3rd Ave,47.60978509,-122.3379347, , , 
3225,7945,YES,Pine St,3rd Ave,47.61078214,-122.3388488, , , 
3226,7946,NO,Bell St,3rd Ave,47.61443844,-122.3444921, , , 
3227,7947,NO,S Jackson St,2nd Ave Ext S,47.5992584,-122.3298433, , , 
3228,7948,NO,Yesler Way,2nd Ave Ext S,47.60143832,-122.3318364, , , 
3229,7949,NO,9th Ave,Howell St,47.61463291,-122.3332458, , , 
3230,7950,YES,4th Ave,Stewart St,47.61212633,-122.3390614, , , 
3231,7951,NO,7th Ave,Stewart St,47.61435222,-122.3361841, , , 
3232,7952,YES,9th Ave,Stewart St,47.61569726,-122.3344442, , , 
3233,7953,NO,Stewart St,Minor Ave,47.61757944,-122.3319563, , , 
3234,7954,NO,Minor Ave,Virginia St,47.61827699,-122.3331323, , , 
3235,7955,NO,9th Ave,Virginia St,47.6165431,-122.335375, , , 
3236,7956,YES,James St,2nd Ave,47.60247444,-122.3327831, , , 
3237,7957,YES,Cherry St,2nd Ave,47.60301269,-122.3332755, , , 
3238,7958,NO,Marion St,2nd Ave,47.60446073,-122.3345998, , , 
3239,7959,NO,Seneca St,2nd Ave,47.60620401,-122.3361943, , , 
3240,7960,NO,Pike St,2nd Ave,47.60863982,-122.3384227, , , 
3241,7961,YES,Stewart St,2nd Ave,47.61069752,-122.3403138, , , 
3242,7962,NO,Vine St,3rd Ave,47.61685977,-122.3482795, , , 
3243,7963,NO,S Washington St,14th Ave S,47.60058287,-122.3140154, , , 
3244,7964,NO,S Washington St,14th Ave S,47.6005694,-122.3142181, , , 
3245,7965,NO,6th Ave,Virginia St,47.61431016,-122.3382626, , , 
3246,7966,NO,5th Ave,Virginia St,47.61395446,-122.3387197, , , 
3247,7967,NO,Pine St,8th Ave,47.61360814,-122.3335212, , , 
3248,7968,NO,2nd Ave,Virginia St,47.61186601,-122.341424, , , 
3249,7969,NO,James St,5th Ave,47.60358619,-122.3289563, , , 
3250,7970,NO,S King St,5th Ave S,47.59780172,-122.3277601, , , 
3251,7971,YES,S Jackson St,5th Ave S,47.59877394,-122.3277553, , , 
3252,7972,NO,S Jackson St,5th Ave S,47.59933779,-122.3277527, , , 
3253,7973,NO,S Jackson St,5th Ave S,47.59987748,-122.3275478, , , 
3254,7974,YES,Lenora St,2nd Ave,47.61215425,-122.3426132, , , 
3255,7975,NO,4th Ave,Blanchard St,47.61451822,-122.3425837, , , 
3256,7976,NO,2nd Ave,Lenora St,47.6126054,-122.3430311, , , 
3257,7977,NO,Bell St,2nd Ave,47.6137013,-122.3452294, , , 
3258,7978,NO,Lenora St,1st Ave,47.61208895,-122.3441784, , , 
3259,7979,NO,University St,1st Ave,47.60718251,-122.3383858, , , 
3260,7980,NO,3rd Ave,Seneca St,47.60688098,-122.3355075, , , 
3261,7981,NO,12th Ave S,S Jackson St,47.59926344,-122.3155272, , , 
3262,7982,NO,7th Ave S,S Jackson St,47.59911376,-122.3233713, , , 
3263,7983,NO,7th Ave S,S Jackson St,47.59925075,-122.3233292, , , 
3264,7984,NO,5th Ave S,S Jackson St,47.59912013,-122.3272676, , , 
3265,7985,NO,5th Ave S,S Jackson St,47.59925718,-122.3272426, , , 
3266,7986,NO,Olive Way,Westlake Ave,47.61327224,-122.3375245, , , 
3267,7987,NO,Virginia St,Westlake Ave,47.61485755,-122.3378382, , , 
3268,7988,NO,Yesler Way,Prefontaine Pl S,47.60172326,-122.3300928, , , 
3269,7989,NO,Marion St,6th Ave,47.60656602,-122.3301502, , , 
3270,0, , , ,47.5776,-122.406987,Community Centers,Alki Community Center,5817 SW Stevens St.
3271,0, , , ,47.67285,-122.392405,Community Centers,Ballard Community Center,6020 28th Ave NW
3272,0, , , ,47.724314,-122.348408,Community Centers,Bitter Lake Community Center,13035 Linden Ave. N
3273,0, , , ,47.56333,-122.364001,Community Centers,Delridge Community Center,4501 Delridge Wy SW
