,join_fid,awning,cross_stre,on_street,lat,lon,type,name,address,HOODS_,HOODS_ID,S_HOOD,L_HOOD,L_HOODID
390273,2920,NO,N 130th St,Meridian Ave N,47.7229427859,-122.334269347,Bus Stop,,,114.0,102.0,Haller Lake,NORTHGATE,2.0
390274,2946,NO,N 130th St,Meridian Ave N,47.7231514506,-122.334066911,Bus Stop,,,114.0,102.0,Haller Lake,NORTHGATE,2.0
390342,1167,NO,Meridian Ave N,N 130th St,47.7232709313,-122.334493617,Bus Stop,,,114.0,102.0,Haller Lake,NORTHGATE,2.0
390379,1411,NO,Meridian Ave N,N 128th St,47.7220768142,-122.334550501,Bus Stop,,,114.0,102.0,Haller Lake,NORTHGATE,2.0
390382,2947,NO,Meridian Ave N,N 128th St,47.7219397213,-122.334510011,Bus Stop,,,114.0,102.0,Haller Lake,NORTHGATE,2.0
390504,1945,NO,NW 70th St,8th Ave NW,47.6797302425,-122.365919124,Bus Stop,,,33.0,126.0,Phinney Ridge,NO BROADER TERM,6.0
390505,2149,NO,NW 70th St,8th Ave NW,47.6793198966,-122.366189082,Bus Stop,,,31.0,121.0,Whittier Heights,BALLARD,7.0
390597,2921,NO,N 133rd St,Meridian Ave N,47.7251228591,-122.334277035,Bus Stop,,,114.0,102.0,Haller Lake,NORTHGATE,2.0
390679,2945,NO,N 133rd St,Meridian Ave N,47.725265757,-122.334074411,Bus Stop,,,114.0,102.0,Haller Lake,NORTHGATE,2.0
391282,1229,NO,5th Ave NE,Banner Way NE,47.6847897285,-122.322709963,Bus Stop,,,43.0,124.0,Roosevelt,NO BROADER TERM,4.0
391306,1228,NO,5th Ave NE,Banner Way NE,47.6849825963,-122.322680501,Bus Stop,,,43.0,124.0,Roosevelt,NO BROADER TERM,4.0
391357,939,NO,7th Ave NW,Holman Rd NW,47.7003007418,-122.365025044,Bus Stop,,,120.0,115.0,Greenwood,NO BROADER TERM,1.0
391409,933,NO,7th Ave NW,Holman Rd NW,47.7004392834,-122.364419156,Bus Stop,,,120.0,115.0,Greenwood,NO BROADER TERM,1.0
391429,97,NO,Division Ave NW,NW 65th St,47.6760469347,-122.366472202,Bus Stop,,,31.0,121.0,Whittier Heights,BALLARD,7.0
391431,1946,NO,NW 65th St,8th Ave NW,47.6763084434,-122.365838776,Bus Stop,,,33.0,126.0,Phinney Ridge,NO BROADER TERM,6.0
391485,2148,NO,NW 65th St,8th Ave NW,47.6757906229,-122.366117523,Bus Stop,,,32.0,130.0,West Woodland,BALLARD,7.0
391539,942,NO,Holman Rd NW,7th Ave NW,47.7009230414,-122.364663081,Bus Stop,,,120.0,115.0,Greenwood,NO BROADER TERM,1.0
391540,1099,NO,NW 100th Pl,8th Ave NW,47.7011587829,-122.365937479,Bus Stop,,,120.0,115.0,Greenwood,NO BROADER TERM,1.0
391643,1390,NO,N 140th St,Meridian Ave N,47.7304337191,-122.334120393,Bus Stop,,,114.0,102.0,Haller Lake,NORTHGATE,2.0
391644,2950,NO,N 143rd St,Meridian Ave N,47.7321025704,-122.334340445,Bus Stop,,,114.0,102.0,Haller Lake,NORTHGATE,2.0
391645,2951,NO,N 145th St,Meridian Ave N,47.7338142447,-122.334359172,Bus Stop,,,114.0,102.0,Haller Lake,NORTHGATE,2.0
391646,3064,NO,NW 80th St,15th Ave NW,47.6871303608,-122.376677528,Bus Stop,,,31.0,121.0,Whittier Heights,BALLARD,7.0
391662,482,NO,Meridian Ave N,N 145th St,47.7341991206,-122.334707872,Bus Stop,,,,,,,
391663,491,NO,Meridian Ave N,N 145th St,47.7340599076,-122.333941229,Bus Stop,,,114.0,102.0,Haller Lake,NORTHGATE,2.0
391667,2971,NO,N 145th St,Meridian Ave N,47.733883802,-122.33415675,Bus Stop,,,114.0,102.0,Haller Lake,NORTHGATE,2.0
391706,707,NO,Orin Ct N,East Green Lake Dr N,47.6839326351,-122.334407838,Bus Stop,,,36.0,123.0,Green Lake,NO BROADER TERM,6.0
391707,1047,NO,Orin Ct N,East Green Lake Dr N,47.6838092666,-122.334528514,Bus Stop,,,36.0,123.0,Green Lake,NO BROADER TERM,6.0
391715,483,NO,Corliss Ave N,N 145th St,47.7341813246,-122.331911151,Bus Stop,,,,,,,
391866,490,NO,Corliss Ave N,N 145th St,47.7340386403,-122.3312104,Bus Stop,,,114.0,102.0,Haller Lake,NORTHGATE,2.0
391964,3059,NO,N 148th St,Meridian Ave N,47.7361385383,-122.334422368,Bus Stop,,,,,,,
392220,2263,NO,Wallingford Ave N,N 85th St,47.6905772218,-122.336750313,Bus Stop,,,117.0,110.0,North College Park,NORTHGATE,2.0
392221,2266,NO,Wallingford Ave N,N 85th St,47.6904395111,-122.336589087,Bus Stop,,,36.0,123.0,Green Lake,NO BROADER TERM,6.0
392252,484,NO,1st Ave NE,NE 145th St,47.7341571939,-122.328782333,Bus Stop,,,,,,,
392253,489,NO,1st Ave NE,NE 145th St,47.7340170349,-122.328386456,Bus Stop,,,114.0,102.0,Haller Lake,NORTHGATE,2.0
392325,2954,NO,NW 80th St,15th Ave NW,47.6860537652,-122.376876745,Bus Stop,,,29.0,120.0,Loyal Heights,BALLARD,7.0
392398,1410,NO,N 90th St,Wallingford Ave N,47.6942434228,-122.336567462,Bus Stop,,,117.0,110.0,North College Park,NORTHGATE,2.0
392401,2987,NO,N 90th St,Wallingford Ave N,47.694354078,-122.336365622,Bus Stop,,,117.0,110.0,North College Park,NORTHGATE,2.0
392501,2988,NO,N 82nd St,Wallingford Ave N,47.6888961442,-122.336295377,Bus Stop,,,36.0,123.0,Green Lake,NO BROADER TERM,6.0
392502,174,NO,NE 140th St,1st Ave NE,47.7309921618,-122.328758558,Bus Stop,,,114.0,102.0,Haller Lake,NORTHGATE,2.0
392800,2865,NO,N 82nd St,Wallingford Ave N,47.6885248815,-122.336490631,Bus Stop,,,36.0,123.0,Green Lake,NO BROADER TERM,6.0
393217,186,NO,Stone Ave N,N Northgate Way,47.705110332,-122.341845836,Bus Stop,,,114.0,102.0,Haller Lake,NORTHGATE,2.0
393218,929,NO,Stone Ave N,N Northgate Way,47.704973006,-122.341659433,Bus Stop,,,117.0,110.0,North College Park,NORTHGATE,2.0
393219,930,NO,Aurora Ave N,N Northgate Way,47.70497654,-122.344289328,Bus Stop,,,117.0,110.0,North College Park,NORTHGATE,2.0
393220,943,NO,Aurora Ave N,N 105th St,47.7051159241,-122.345267863,Bus Stop,,,113.0,101.0,Bitter Lake,NO BROADER TERM,1.0
393221,2492,NO,N Northgate Way,Aurora Ave N,47.7053479073,-122.344582478,Bus Stop,,,114.0,102.0,Haller Lake,NORTHGATE,2.0
393222,2576,NO,N 105th St,Aurora Ave N,47.7047704012,-122.34477738,Bus Stop,,,120.0,115.0,Greenwood,NO BROADER TERM,1.0
393299,679,NO,19th Ave NW,NW 85th St,47.6906571156,-122.381451813,Bus Stop,,,119.0,113.0,Crown Hill,NO BROADER TERM,1.0
393333,715,NO,20th Ave NW,NW 85th St,47.6905188481,-122.381854403,Bus Stop,,,29.0,120.0,Loyal Heights,BALLARD,7.0
393781,2239,NO,N 70th St,Greenwood Ave N,47.6793065591,-122.355407176,Bus Stop,,,33.0,126.0,Phinney Ridge,NO BROADER TERM,6.0
394101,163,NO,NE 145th St,I-5 Ramp,47.7324635519,-122.324973894,Bus Stop,,,114.0,102.0,Haller Lake,NORTHGATE,2.0
394102,458,NO,5th Ave NE,I-5 Ramp,47.7350994925,-122.323711186,Bus Stop,,,,,,,
394103,459,NO,NE 145th St,I-5 Ramp,47.7336631184,-122.324153237,Bus Stop,,,115.0,103.0,Pinehurst,NORTHGATE,2.0
394105,485,NO,5th Ave NE,NE 145th St,47.7341205529,-122.324059093,Bus Stop,,,,,,,
394106,486,NO,NE 145th St,5th Ave NE,47.7344318724,-122.323461943,Bus Stop,,,,,,,
394116,2885,NO,N 103rd St,College Way N,47.7030480439,-122.334086364,Bus Stop,,,117.0,110.0,North College Park,NORTHGATE,2.0
394117,2886,NO,N 105th St,Meridian Ave N,47.7051122027,-122.334017707,Bus Stop,,,117.0,110.0,North College Park,NORTHGATE,2.0
394118,2967,NO,N 105th St,Meridian Ave N,47.7050040491,-122.333812787,Bus Stop,,,117.0,110.0,North College Park,NORTHGATE,2.0
394119,2968,NO,N 103rd St,College Way N,47.7031948304,-122.333772784,Bus Stop,,,117.0,110.0,North College Park,NORTHGATE,2.0
394120,3432,,,,47.705576,-122.334861,Health Centers - Public,North Public Health Center,10501 Meridian Ave N,117.0,110.0,North College Park,NORTHGATE,2.0
394399,15,NO,6th Ave NE,NE 145th St,47.7339671423,-122.322222644,Bus Stop,,,115.0,103.0,Pinehurst,NORTHGATE,2.0
394400,133,NO,8th Ave NE,NE 145th St,47.73409602,-122.321351916,Bus Stop,,,,,,,
394401,161,NO,NE 148th St,5th Ave NE,47.7361863176,-122.323636082,Bus Stop,,,,,,,
394737,1725,NO,NW 100th St,NW 100th Pl,47.7017006073,-122.365448605,Bus Stop,,,120.0,115.0,Greenwood,NO BROADER TERM,1.0
395456,2922,NO,N 135th St,Meridian Ave N,47.7267092513,-122.334282652,Bus Stop,,,114.0,102.0,Haller Lake,NORTHGATE,2.0
395457,2923,NO,Roosevelt Way N,Meridian Ave N,47.7288026913,-122.334304225,Bus Stop,,,114.0,102.0,Haller Lake,NORTHGATE,2.0
395458,2944,NO,N 135th St,Meridian Ave N,47.727162225,-122.334083347,Bus Stop,,,114.0,102.0,Haller Lake,NORTHGATE,2.0
395561,2943,NO,Roosevelt Way N,Meridian Ave N,47.7289106299,-122.33410225,Bus Stop,,,114.0,102.0,Haller Lake,NORTHGATE,2.0
402225,2517,NO,N 95th St,Aurora Ave N,47.6980504016,-122.344494665,Bus Stop,,,117.0,110.0,North College Park,NORTHGATE,2.0
402226,2575,NO,N 95th St,Aurora Ave N,47.6974863886,-122.344690842,Bus Stop,,,120.0,115.0,Greenwood,NO BROADER TERM,1.0
402233,1230,NO,NE 80th St,5th Ave NE,47.6865399731,-122.323034467,Bus Stop,,,43.0,124.0,Roosevelt,NO BROADER TERM,4.0
402298,3313,,,,47.687253,-122.35996,Elementary Schools,Greenwood,144 NW 80th St,120.0,115.0,Greenwood,NO BROADER TERM,1.0
402576,2577,NO,N 115th St,Aurora Ave N,47.7118742741,-122.344892962,Bus Stop,,,113.0,101.0,Bitter Lake,NO BROADER TERM,1.0
402652,2907,NO,N 115th St,Aurora Ave N,47.712722977,-122.34470411,Bus Stop,,,114.0,102.0,Haller Lake,NORTHGATE,2.0
402960,3325,,,,47.686434,-122.389052,Elementary Schools,Loyal Heights,2511 NW 80th St,29.0,120.0,Loyal Heights,BALLARD,7.0
403218,2914,NO,N 120th St,Meridian Ave N,47.7159901314,-122.334201562,Bus Stop,,,114.0,102.0,Haller Lake,NORTHGATE,2.0
403219,2916,NO,Meridian Ave N,N 122nd St,47.7170503396,-122.334479345,Bus Stop,,,114.0,102.0,Haller Lake,NORTHGATE,2.0
403220,2962,NO,Meridian Ave N,N 122nd St,47.7171873493,-122.334434393,Bus Stop,,,114.0,102.0,Haller Lake,NORTHGATE,2.0
403221,2963,NO,N 120th St,Meridian Ave N,47.7161423606,-122.334000831,Bus Stop,,,114.0,102.0,Haller Lake,NORTHGATE,2.0
403223,2888,NO,N 115th St,Meridian Ave N,47.7119612824,-122.334137478,Bus Stop,,,114.0,102.0,Haller Lake,NORTHGATE,2.0
403224,2915,NO,Hospital AcRd,Northwest Hospital AcRd,47.7137740179,-122.336785663,Bus Stop,,,114.0,102.0,Haller Lake,NORTHGATE,2.0
403225,2964,NO,N 115th St,Meridian Ave N,47.7124507674,-122.333942616,Bus Stop,,,114.0,102.0,Haller Lake,NORTHGATE,2.0
403226,3455,,,,47.714248,-122.336888,Hospitals,Northwest Hospital & Medical Center,1550 N. 115th Street,114.0,102.0,Haller Lake,NORTHGATE,2.0
403364,678,NO,24th Ave NW,NW 85th St,47.6906381505,-122.387948475,Bus Stop,,,116.0,109.0,North Beach/Blue Ridge,NO BROADER TERM,1.0
403365,717,NO,24th Ave NW,NW 85th St,47.6905012109,-122.387745263,Bus Stop,,,29.0,120.0,Loyal Heights,BALLARD,7.0
403401,1391,NO,Burke Ave N,N 122nd St,47.7171832505,-122.336434059,Bus Stop,,,114.0,102.0,Haller Lake,NORTHGATE,2.0
403420,1269,NO,NW 85th St,24th Ave NW,47.6909147185,-122.387477328,Bus Stop,,,116.0,109.0,North Beach/Blue Ridge,NO BROADER TERM,1.0
403421,1291,NO,NW 85th St,24th Ave NW,47.6903238993,-122.387685208,Bus Stop,,,29.0,120.0,Loyal Heights,BALLARD,7.0
403473,2917,NO,N 122nd St,Densmore Ave N,47.717129746,-122.337398184,Bus Stop,,,114.0,102.0,Haller Lake,NORTHGATE,2.0
403676,2040,NO,NW 83rd St,24th Ave NW,47.688820053,-122.387688416,Bus Stop,,,29.0,120.0,Loyal Heights,BALLARD,7.0
403762,1270,NO,NW 83rd St,24th Ave NW,47.6886012291,-122.387484393,Bus Stop,,,29.0,120.0,Loyal Heights,BALLARD,7.0
403765,1302,NO,NW 87th St,24th Ave NW,47.6923756681,-122.387460135,Bus Stop,,,116.0,109.0,North Beach/Blue Ridge,NO BROADER TERM,1.0
403939,702,NO,22nd Ave NW,NW 85th St,47.6906474155,-122.384695668,Bus Stop,,,116.0,109.0,North Beach/Blue Ridge,NO BROADER TERM,1.0
403940,716,NO,22nd Ave NW,NW 85th St,47.6905125128,-122.384003841,Bus Stop,,,29.0,120.0,Loyal Heights,BALLARD,7.0
404042,2918,NO,N 125th St,Densmore Ave N,47.7192843577,-122.338559352,Bus Stop,,,114.0,102.0,Haller Lake,NORTHGATE,2.0
404043,2949,NO,N 125th St,Densmore Ave N,47.7194857983,-122.338451801,Bus Stop,,,114.0,102.0,Haller Lake,NORTHGATE,2.0
404116,3330,,,,47.714867,-122.329584,Elementary Schools,Northgate,11725 1st Ave NE,114.0,102.0,Haller Lake,NORTHGATE,2.0
404402,3025,NO,8th Ave NE,Weedin Pl NE,47.6769032527,-122.320192682,Bus Stop,,,43.0,124.0,Roosevelt,NO BROADER TERM,4.0
404544,2956,NO,NW 87th St,15th Ave NW,47.6929240821,-122.376739534,Bus Stop,,,119.0,113.0,Crown Hill,NO BROADER TERM,1.0
404561,2487,NO,N 125th St,Aurora Ave N,47.7194577232,-122.344818466,Bus Stop,,,114.0,102.0,Haller Lake,NORTHGATE,2.0
404562,2578,NO,N 125th St,Aurora Ave N,47.7197112802,-122.345025033,Bus Stop,,,113.0,101.0,Bitter Lake,NO BROADER TERM,1.0
404926,3028,NO,NE 64th St,8th Ave NE,47.6752334889,-122.319937944,Bus Stop,,,43.0,124.0,Roosevelt,NO BROADER TERM,4.0
404963,1003,YES,Roosevelt Way NE,NE 65th St,47.6758953931,-122.317714165,Bus Stop,,,43.0,124.0,Roosevelt,NO BROADER TERM,4.0
405121,2518,NO,N 91st St,Aurora Ave N,47.6946849886,-122.344454577,Bus Stop,,,117.0,110.0,North College Park,NORTHGATE,2.0
405122,2574,NO,N 90th St,Aurora Ave N,47.6939566399,-122.344649028,Bus Stop,,,120.0,115.0,Greenwood,NO BROADER TERM,1.0
405486,1424,NO,8th Ave NE,NE Ravenna Blvd,47.6745446018,-122.320496474,Bus Stop,,,43.0,124.0,Roosevelt,NO BROADER TERM,4.0
405526,1290,NO,NW 80th St,24th Ave NW,47.6866050244,-122.387678355,Bus Stop,,,29.0,120.0,Loyal Heights,BALLARD,7.0
405527,2037,NO,NW 80th St,24th Ave NW,47.6870002113,-122.387477124,Bus Stop,,,29.0,120.0,Loyal Heights,BALLARD,7.0
405716,2887,NO,N Northgate Way,Meridian Ave N,47.7082034459,-122.334071894,Bus Stop,,,117.0,110.0,North College Park,NORTHGATE,2.0
405717,2965,NO,N Northgate Way,Meridian Ave N,47.7089958397,-122.33388509,Bus Stop,,,114.0,102.0,Haller Lake,NORTHGATE,2.0
405718,2966,NO,Meridian Ave N,N Northgate Way,47.7085291465,-122.334598716,Bus Stop,,,114.0,102.0,Haller Lake,NORTHGATE,2.0
406208,1293,NO,NW 77th St,24th Ave NW,47.6851441744,-122.38746891,Bus Stop,,,29.0,120.0,Loyal Heights,BALLARD,7.0
408644,2146,NO,NE 69th St,Roosevelt Way NE,47.6784941346,-122.317486444,Bus Stop,,,43.0,124.0,Roosevelt,NO BROADER TERM,4.0
409799,3031,NO,8th Ave NE,NE Ravenna Blvd,47.6740884771,-122.320802138,Bus Stop,,,44.0,139.0,University District,UNIVERSITY DISTRICT,5.0
410081,1392,NO,College Way N,North Seattle College AcRd,47.6978222008,-122.3327267,Bus Stop,,,117.0,110.0,North College Park,NORTHGATE,2.0
410084,2986,NO,College Way N,North Seattle College AcRd,47.6976841712,-122.332543866,Bus Stop,,,117.0,110.0,North College Park,NORTHGATE,2.0
410095,1804,NO,NE 62nd St,Latona Ave NE,47.6736911979,-122.325354507,Bus Stop,,,36.0,123.0,Green Lake,NO BROADER TERM,6.0
410633,3062,NO,NW 90th St,15th Ave NW,47.6937244031,-122.376684084,Bus Stop,,,119.0,113.0,Crown Hill,NO BROADER TERM,1.0
410778,937,NO,Mary Ave NW,Holman Rd NW,47.6945307321,-122.375738703,Bus Stop,,,119.0,113.0,Crown Hill,NO BROADER TERM,1.0
410783,936,NO,Mary Ave NW,Holman Rd NW,47.6946905885,-122.375333737,Bus Stop,,,119.0,113.0,Crown Hill,NO BROADER TERM,1.0
410921,2957,NO,NW 92nd St,15th Ave NW,47.6956395289,-122.376882946,Bus Stop,,,116.0,109.0,North Beach/Blue Ridge,NO BROADER TERM,1.0
410922,3061,NO,NW 92nd St,15th Ave NW,47.6962835937,-122.376678693,Bus Stop,,,119.0,113.0,Crown Hill,NO BROADER TERM,1.0
411089,938,NO,13th Ave NW,Holman Rd NW,47.6962624242,-122.372979813,Bus Stop,,,119.0,113.0,Crown Hill,NO BROADER TERM,1.0
411099,3514,,,,47.696752,-122.377602,Middle Schools,Whitman,9201 15th Ave NW,116.0,109.0,North Beach/Blue Ridge,NO BROADER TERM,1.0
411125,935,NO,13th Ave NW,Holman Rd NW,47.696423781,-122.372321764,Bus Stop,,,119.0,113.0,Crown Hill,NO BROADER TERM,1.0
411517,2958,NO,NW 96th St,15th Ave NW,47.6987183872,-122.37687346,Bus Stop,,,116.0,109.0,North Beach/Blue Ridge,NO BROADER TERM,1.0
411518,3042,NO,NW 96th St,15th Ave NW,47.6988192226,-122.376669758,Bus Stop,,,119.0,113.0,Crown Hill,NO BROADER TERM,1.0
412969,2522,NO,N 65th St,Woodland Pl N,47.676325254,-122.346966101,Bus Stop,,,33.0,126.0,Phinney Ridge,NO BROADER TERM,6.0
412970,2570,YES,N 65th St,Aurora Ave N,47.6762637023,-122.346859485,Bus Stop,,,33.0,126.0,Phinney Ridge,NO BROADER TERM,6.0
413448,1352,NO,NW 100th St,15th Ave NW,47.7012453357,-122.376857534,Bus Stop,,,116.0,109.0,North Beach/Blue Ridge,NO BROADER TERM,1.0
413450,3041,NO,NW 100th St,15th Ave NW,47.7013964007,-122.376653509,Bus Stop,,,119.0,113.0,Crown Hill,NO BROADER TERM,1.0
413792,1299,NO,NW 96th St,24th Ave NW,47.699025063,-122.387444863,Bus Stop,,,116.0,109.0,North Beach/Blue Ridge,NO BROADER TERM,1.0
414041,1301,NO,NW 90th St,24th Ave NW,47.6947545695,-122.387454688,Bus Stop,,,116.0,109.0,North Beach/Blue Ridge,NO BROADER TERM,1.0
414042,3329,,,,47.694976,-122.387037,Elementary Schools,North Beach,9018 24th Ave NW,116.0,109.0,North Beach/Blue Ridge,NO BROADER TERM,1.0
414599,2238,NO,N 67th St,Phinney Ave N,47.6780021157,-122.355354399,Bus Stop,,,33.0,126.0,Phinney Ridge,NO BROADER TERM,6.0
414602,2058,NO,11th Ave NW,NW Market St,47.6685876766,-122.370436426,Bus Stop,,,32.0,130.0,West Woodland,BALLARD,7.0
414603,2125,NO,11th Ave NW,NW Market St,47.6687254909,-122.371272205,Bus Stop,,,32.0,130.0,West Woodland,BALLARD,7.0
414606,2059,NO,15th Ave NW,NW Market St,47.6685903095,-122.375835509,Bus Stop,,,32.0,130.0,West Woodland,BALLARD,7.0
414607,2124,NO,15th Ave NW,NW Market St,47.6687304887,-122.376605381,Bus Stop,,,30.0,129.0,Adams,BALLARD,7.0
414608,2638,NO,NW Market St,15th Ave NW,47.668469367,-122.3760985,Bus Stop,,,32.0,130.0,West Woodland,BALLARD,7.0
414609,2936,NO,NW Market St,15th Ave NW,47.6689014981,-122.376300988,Bus Stop,,,30.0,129.0,Adams,BALLARD,7.0
414622,1062,NO,8th Ave NW,NW Market St,47.6687300387,-122.366469299,Bus Stop,,,32.0,130.0,West Woodland,BALLARD,7.0
414624,2122,NO,NW Market St,8th Ave NW,47.6684140642,-122.366266111,Bus Stop,,,32.0,130.0,West Woodland,BALLARD,7.0
414714,1947,NO,NW Market St,8th Ave NW,47.6689254726,-122.366062704,Bus Stop,,,32.0,130.0,West Woodland,BALLARD,7.0
414737,2057,NO,8th Ave NW,NW Market St,47.6685924679,-122.365514557,Bus Stop,,,32.0,130.0,West Woodland,BALLARD,7.0
415192,1102,NO,11th Ave NW,NW Leary Way,47.6637203502,-122.371235401,Bus Stop,,,32.0,130.0,West Woodland,BALLARD,7.0
415193,2120,NO,11th Ave NW,NW Leary Way,47.66358349,-122.371012368,Bus Stop,,,32.0,130.0,West Woodland,BALLARD,7.0
415330,2091,YES,15th Ave NW,NW Leary Way,47.6635881885,-122.375568918,Bus Stop,,,32.0,130.0,West Woodland,BALLARD,7.0
415345,1343,NO,15th Ave NW,NW Leary Way,47.6637285162,-122.377075613,Bus Stop,,,30.0,129.0,Adams,BALLARD,7.0
415384,3343,,,,47.683591,-122.373077,Elementary Schools,Whittier,1320 NW 75th St,31.0,121.0,Whittier Heights,BALLARD,7.0
415413,2639,YES,NW Leary Way,15th Ave NW,47.6634255805,-122.375954409,Bus Stop,,,32.0,130.0,West Woodland,BALLARD,7.0
415414,2935,NO,NW Leary Way,15th Ave NW,47.663135749,-122.376463162,Bus Stop,,,30.0,129.0,Adams,BALLARD,7.0
415470,2200,NO,N 67th St,Phinney Ave N,47.6772737643,-122.354244414,Bus Stop,,,33.0,126.0,Phinney Ridge,NO BROADER TERM,6.0
415486,3361,,,,47.677557,-122.353948,Farmers Markets,Phinney,67TH AVE & PHINNEY AVE N,33.0,126.0,Phinney Ridge,NO BROADER TERM,6.0
416106,1351,NO,NW 75th St,15th Ave NW,47.6829842495,-122.376865697,Bus Stop,,,29.0,120.0,Loyal Heights,BALLARD,7.0
416107,1449,NO,NW 75th St,15th Ave NW,47.6830654579,-122.376662991,Bus Stop,,,31.0,121.0,Whittier Heights,BALLARD,7.0
416384,1346,NO,NW Ione Pl,Leary Ave NW,47.6653577751,-122.380702087,Bus Stop,,,30.0,129.0,Adams,BALLARD,7.0
416399,1342,NO,NW Ione Pl,Leary Ave NW,47.6655188996,-122.380632591,Bus Stop,,,30.0,129.0,Adams,BALLARD,7.0
416498,1969,NO,NW 45th St,8th Ave NW,47.6616949606,-122.366064495,Bus Stop,,,32.0,130.0,West Woodland,BALLARD,7.0
416499,1970,NO,8th Ave NW,Leary Way NW,47.661002081,-122.366580661,Bus Stop,,,32.0,130.0,West Woodland,BALLARD,7.0
416500,1971,NO,6th Ave NW,Leary Way NW,47.6586790269,-122.364328807,Bus Stop,,,35.0,137.0,Fremont,NO BROADER TERM,6.0
416501,2118,NO,8th Ave NW,Leary Way NW,47.6607419835,-122.36657165,Bus Stop,,,32.0,130.0,West Woodland,BALLARD,7.0
416502,2119,NO,NW 43rd St,Leary Way NW,47.6586946597,-122.364586823,Bus Stop,,,35.0,137.0,Fremont,NO BROADER TERM,6.0
416503,2121,NO,NW 46th St,8th Ave NW,47.6619282802,-122.366274318,Bus Stop,,,32.0,130.0,West Woodland,BALLARD,7.0
416900,1948,NO,NW 50th St,8th Ave NW,47.6651962514,-122.366070694,Bus Stop,,,32.0,130.0,West Woodland,BALLARD,7.0
416925,2003,NO,NW 51st St,8th Ave NW,47.665454165,-122.366273013,Bus Stop,,,32.0,130.0,West Woodland,BALLARD,7.0
417179,2201,NO,N 64th St,Phinney Ave N,47.6756348017,-122.354235079,Bus Stop,,,33.0,126.0,Phinney Ridge,NO BROADER TERM,6.0
417180,2237,NO,N 65th St,Phinney Ave N,47.6756894515,-122.354438288,Bus Stop,,,33.0,126.0,Phinney Ridge,NO BROADER TERM,6.0
417821,2126,NO,5th Ave NW,NW Market St,47.6687423178,-122.363214251,Bus Stop,,,32.0,130.0,West Woodland,BALLARD,7.0
417930,2056,NO,6th Ave NW,NW Market St,47.668608676,-122.363022179,Bus Stop,,,32.0,130.0,West Woodland,BALLARD,7.0
418983,492,NO,Courtland Pl N,N 145th St,47.7340599905,-122.337726471,Bus Stop,,,114.0,102.0,Haller Lake,NORTHGATE,2.0
419005,481,NO,Courtland Pl N,N 145th St,47.7341969134,-122.337990786,Bus Stop,,,,,,,
419177,2937,NO,NW 60th St,15th Ave NW,47.6724256813,-122.376297676,Bus Stop,,,30.0,129.0,Adams,BALLARD,7.0
419178,3067,NO,NW 60th St,15th Ave NW,47.6722847538,-122.376094803,Bus Stop,,,32.0,130.0,West Woodland,BALLARD,7.0
419271,1341,NO,NW Vernon Pl,Leary Ave NW,47.6672006615,-122.382613677,Bus Stop,,,30.0,129.0,Adams,BALLARD,7.0
419272,1347,NO,NW Vernon Pl,Leary Ave NW,47.6673122506,-122.383004574,Bus Stop,,,30.0,129.0,Adams,BALLARD,7.0
419273,1348,NO,Ballard Ave NW,NW Market St,47.6686049388,-122.385449014,Bus Stop,,,30.0,129.0,Adams,BALLARD,7.0
419274,2060,NO,Tallman Ave NW,NW Market St,47.6686004244,-122.381271718,Bus Stop,,,30.0,129.0,Adams,BALLARD,7.0
419275,2102,NO,20th Ave NW,NW Market St,47.6687390099,-122.382399064,Bus Stop,,,30.0,129.0,Adams,BALLARD,7.0
419276,3458,,,,47.668019,-122.380473,Hospitals,Swedish Medical Center - Ballard,5300 Tallman Ave NW,30.0,129.0,Adams,BALLARD,7.0
419277,3464,,,,47.669843,-122.384204,Libraries,Ballard,5614 22ND AV NW,30.0,129.0,Adams,BALLARD,7.0
419278,3538,,,,47.669845,-122.384206,Neighborhood Service Centers,Ballard,5604 22nd Ave NW,30.0,129.0,Adams,BALLARD,7.0
419578,96,NO,15th Ave NW,NW 65th St,47.6760530606,-122.375536927,Bus Stop,,,31.0,121.0,Whittier Heights,BALLARD,7.0
419580,2938,NO,NW 65th St,15th Ave NW,47.6760134212,-122.376622594,Bus Stop,,,29.0,120.0,Loyal Heights,BALLARD,7.0
419702,3066,NO,NW 65th St,15th Ave NW,47.6767291457,-122.376649229,Bus Stop,,,31.0,121.0,Whittier Heights,BALLARD,7.0
419720,3434,,,,47.67661,-122.374888,High Schools,Ballard,1418 NW 65th St,31.0,121.0,Whittier Heights,BALLARD,7.0
419896,1300,NO,NW 95th St,24th Ave NW,47.698312403,-122.387446447,Bus Stop,,,116.0,109.0,North Beach/Blue Ridge,NO BROADER TERM,1.0
420355,2208,NO,N 41st St,Fremont Ave N,47.656897172,-122.34983963,Bus Stop,,,35.0,137.0,Fremont,NO BROADER TERM,6.0
420356,2228,NO,N 41st St,Fremont Ave N,47.6564187758,-122.350031175,Bus Stop,,,35.0,137.0,Fremont,NO BROADER TERM,6.0
420357,2229,NO,Fremont Ave N,N 43rd St,47.6588804504,-122.350243064,Bus Stop,,,35.0,137.0,Fremont,NO BROADER TERM,6.0
420358,2514,NO,N 42nd St,Fremont Ave N,47.6579981916,-122.349873483,Bus Stop,,,35.0,137.0,Fremont,NO BROADER TERM,6.0
